2:39 | (New member) Marius Cristian: 725 Pog
2:39 | (New member) Nathan: Yayyyy grossie
2:40 | Euan385:  
2:40 | Ale: I love u Grossie 
2:40 | MattiTheGuy: hey man
2:40 | TheSuitDude: Free the Gore!
2:41 | Péter Vitrai: hi Ali 
2:41 | Luka Mati: Hi grossie
2:41 | James Wiseman: 
2:41 | PapaDins: Hi Man
2:41 | John LEUNG: Pog best TF in the world
2:42 | Johannes Marcel Bohmann: Hey grossie hows it going man
2:42 | stegosauce: CMON BRUV
2:42 | Serrel Johanael: thought we lost you for goood :( love ya grossie
2:43 | Real Nimrod: Wen r u getting back on twitch
2:43 | Timmes: 
2:43 | calvin282890: BRUV
2:43 | ExpertProdigy: Any news on the ban Grossie
2:43 | Iohannis Germanu: hello loveeee<333333
2:43 | Boris Savov: ayoo whats us grossie
2:43 | zai: SUP KING
2:44 | Pavol Jurák: Hello Ali 
2:44 | Ob1star: Mucking around KEKW
2:44 | David Benatar: EVERYONE LIKE THE STREAM 
2:44 | Laszlo De Maeyer: 
2:45 | Khen Villar: GROSSSSIE
2:45 | STD DONOR: 
2:45 | iKyleTz: #freegore
2:45 | batu ab: TWITCH STROKE UR LEG :(
2:45 | george vasiliou: hi grossie 
2:46 | Original James: KEKW
2:46 | Phillip Smith: love you grossie
2:46 | WREQ: CANT BE STOPPED CANT BE MOVED
2:46 | Mohamed Amaan: <3
2:46 | Hiphogriff: at what time everyday?
2:47 | Spac3: MUCH LOVE GROSSIE
2:47 | XQube-M Player:  Love you
2:47 | WannabeMadlife: I LOOOOVEEE UUU GROSSIEEEE WHEREVER U GOO I WILL FOLLOOWWWW
2:47 | Gilbo - Cryptomundo: I subscribed yesterday to twitch, rip 
2:47 | Just a simple guy: hi grossi
2:47 | Mang0 Gamin: 
2:47 | Jeffrey Gionet:  @Gross Gore - Ali Larsen 
2:47 | Sohail316: LOL IKR
2:48 | Zype: x
2:48 | Josh Lopez: hey grossie!
2:48 | HeyItsCitizen: @Grossie HatesBlackPeople can show nips now 
2:48 | calumari: <3
2:49 | Ric B: Why is he allowed to stream??? POLICE
2:49 | fat tony: YO @Gross Gore - Ali Larsen i love u man, now no more cancerr donos much better 
2:49 | vixokuliao: BRUV KEKW WE LOVE U SO MUCH
2:49 | (New member) Jose Luis: YEP
2:49 | Nanu Dan: TRUE
2:50 | RajkoDJ: @grossie gore FUCK TWITCH MAN
2:50 | RyR: Grossieeee we love you!!!!!!
2:50 | il Patinho: YEP
2:50 | Lucas: pog
2:51 | Ben Mooney: NOT MUCKINT AROUND 
2:51 | Almighty CHITO: emotes tho
2:51 | faker faker: where shirt ?
2:51 | OutragedOwen: My points :(
2:52 | Alex Darkside: twitch chat too
2:52 | Fella The Feller: <3
2:52 | Lt Ultima: Me too
2:53 | Sofia H: MY POINTS 
2:53 | Yinting: HELLOOOO BROO
2:54 | K DB: Predictions? ModCheck
2:54 | PapaDins: I love you man
2:54 | Mohamed Fathy: love u grossie
2:55 | peepoHungry: KEKW
2:55 | Nesh: KEKW
2:55 | zSword! [GD]: we love u 
2:55 | Gabbo DG: hi grossie  
2:55 | Ob1star: Channel points Sadge
2:55 | Sohail316: Poggies
2:55 | Anthony Parco: hey yo
2:56 | Cody Carter: Hello gross gore love you man 
2:56 | Vapot: hope you are well dude
2:56 | (New member) ixplain: I just subbed to support you bro
2:57 | Avery Numan: why tf are you on youtube dangame
2:57 | Mami Ime: Im sorry for the E-mail you got 
2:58 | Gd ta: the youtube video is worse on youtube I think @Gross Gore - Ali Larsen 
2:58 | Murat: BOOBA
2:59 | Jeffrey Gionet: thicc
2:59 | lei: ello
3:00 | Iohannis Germanu: hello loveeee<333333
